mol,stage,r_no,donor,acceptor,e2_kcal,de_au,f_au
mol_006_E,scan_1,1.5108,BD ( 2) C 2- C 7,RY ( 2) C 1,0.95,1.15,0.03
mol_006_E,scan_1,1.5108,BD ( 2) C 2- C 7,RY ( 3) C 3,2.13,1.02,0.042
mol_006_E,scan_1,1.5108,BD ( 2) C 2- C 7,RY ( 4) C 6,0.57,1.96,0.03
mol_006_E,scan_1,1.5108,BD ( 2) C 2- C 7,RY ( 8) C 6,0.72,1.71,0.031
mol_006_E,scan_1,1.5108,BD ( 2) C 2- C 7,RY ( 3) C 7,0.54,0.89,0.02
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 1- C 2,3.01,1.2,0.054
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 2- C 3,2.63,1.34,0.053
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 3- H 16,0.98,1.22,0.031
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 4- C 5,2.88,1.33,0.055
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 4- H 17,1.21,1.22,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,BD*( 1) C 5- C 10,4.21,1.25,0.065
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,RY ( 1) C 2,1.59,2.14,0.052
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,RY ( 2) C 2,0.88,2.01,0.037
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,RY ( 1) C 5,2.2,2.03,0.06
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,RY ( 4) C 5,0.61,4.08,0.045
mol_006_E,scan_1,1.5108,BD ( 1) C 3- C 4,RY ( 1) H 17,0.85,1.61,0.033
mol_006_E,scan_1,1.5108,BD ( 2) C 3- C 4,BD*( 2) C 2- C 7,36.14,0.41,0.109
mol_006_E,scan_1,1.5108,BD ( 2) C 3- C 4,BD*( 2) C 5- C 6,29.63,0.4,0.097
mol_006_E,scan_1,1.5108,BD ( 2) C 3- C 4,RY ( 3) C 2,0.5,1.28,0.023
mol_006_E,scan_1,1.5108,BD ( 2) C 3- C 4,RY ( 3) C 3,0.54,1.03,0.021
mol_006_E,scan_1,1.5108,BD ( 2) C 3- C 4,RY ( 3) C 5,0.76,1.02,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,BD*( 1) C 2- C 3,0.62,1.21,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,BD*( 1) C 2- C 7,4.41,1.22,0.066
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,BD*( 1) C 3- C 4,0.61,1.23,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,BD*( 1) C 4- C 5,3.43,1.2,0.057
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,BD*( 1) C 4- H 17,0.93,1.09,0.029
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,RY ( 1) C 2,1.35,2.01,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 3- H 16,RY ( 1) C 4,1.04,1.87,0.039
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 3- C 4,2.76,1.36,0.055
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 3- H 16,2.43,1.22,0.049
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 4- H 17,1.08,1.22,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 5- C 6,4.64,1.35,0.071
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 5- C 10,3.13,1.25,0.056
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 6- C 8,2.05,1.2,0.044
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,BD*( 1) C 9- C 10,1.09,1.17,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 1) C 3,1.25,1.99,0.045
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 2) C 3,1.54,1.95,0.049
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 2) C 5,0.68,2.51,0.037
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 4) C 5,0.65,4.08,0.046
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 6) C 5,1.07,4.2,0.06
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 9) C 5,0.76,5.2,0.056
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY (14) C 5,0.58,3.61,0.041
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY (16) C 5,0.96,11.71,0.095
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 1) C 6,0.71,2.14,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 2) C 6,0.52,2.11,0.03
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 6) C 6,0.54,2.61,0.033
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 1) C 10,1.34,1.89,0.045
mol_006_E,scan_1,1.5108,BD ( 1) C 4- C 5,RY ( 7) C 10,1.0,5.02,0.063
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 2- C 3,3.7,1.22,0.06
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 3- C 4,0.82,1.24,0.028
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 3- H 16,0.93,1.1,0.029
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 4- C 5,0.6,1.21,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 5- C 6,4.31,1.23,0.065
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,BD*( 1) C 5- C 10,0.53,1.13,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,RY ( 1) C 3,1.09,1.88,0.04
mol_006_E,scan_1,1.5108,BD ( 1) C 4- H 17,RY ( 1) C 5,0.88,1.91,0.037
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 4- C 5,4.48,1.32,0.069
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 4- H 17,2.24,1.21,0.046
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 5- C 10,2.18,1.24,0.046
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 6- C 7,2.82,1.35,0.055
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 6- C 8,1.31,1.19,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 7- H 18,2.61,1.21,0.05
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 8- H 20,0.51,1.17,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,BD*( 1) C 10- N 11,2.74,1.34,0.054
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,RY ( 1) C 4,0.91,1.99,0.038
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,RY ( 1) C 7,1.41,1.97,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,RY ( 2) C 7,0.83,1.76,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,RY ( 1) C 8,0.86,1.41,0.031
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 6,RY ( 1) C 10,0.55,1.88,0.029
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,BD*( 2) C 2- C 7,24.7,0.41,0.089
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,BD*( 2) C 3- C 4,33.69,0.4,0.104
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,BD*( 1) C 8- H 19,3.49,0.8,0.047
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,BD*( 1) C 8- H 20,3.44,0.81,0.047
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,BD*( 2) C 10- N 11,42.38,0.37,0.112
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,RY ( 3) C 4,2.23,1.2,0.046
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,RY ( 3) C 7,2.1,0.9,0.039
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,RY ( 2) C 8,0.59,1.14,0.023
mol_006_E,scan_1,1.5108,BD ( 2) C 5- C 6,RY ( 3) C 10,1.15,1.89,0.042
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 3- C 4,1.09,1.35,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 4- C 5,2.89,1.32,0.055
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 5- C 6,1.84,1.34,0.044
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 6- C 7,3.3,1.35,0.06
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 8- C 9,0.58,1.13,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 9- C 10,0.87,1.16,0.028
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 9- H 21,0.53,1.17,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 9- H 22,0.51,1.17,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) C 10- N 11,1.58,1.34,0.041
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,BD*( 1) N 11- O 12,9.53,0.82,0.079
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,RY ( 1) C 4,1.42,1.99,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,RY ( 1) C 6,1.26,2.13,0.046
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,RY ( 1) C 9,0.91,1.47,0.033
mol_006_E,scan_1,1.5108,BD ( 1) C 5- C 10,RY ( 1) N 11,0.87,1.81,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 1- C 2,3.07,1.2,0.054
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 2- C 7,3.47,1.35,0.061
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 5- C 6,3.02,1.35,0.057
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 5- C 10,2.27,1.25,0.048
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 6- C 8,1.78,1.2,0.041
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 7- H 18,1.37,1.22,0.036
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,BD*( 1) C 8- C 9,0.52,1.14,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 1) C 2,1.3,2.14,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 2) C 2,1.1,2.01,0.042
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 1) C 5,0.68,2.03,0.033
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 2) C 5,1.1,2.51,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 1) C 8,0.82,1.42,0.03
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 7,RY ( 1) H 18,0.68,1.69,0.03
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 2- C 7,1.75,1.29,0.042
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 4- C 5,3.82,1.27,0.062
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 5- C 6,1.23,1.29,0.036
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 5- C 10,0.76,1.19,0.027
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 6- C 7,1.86,1.3,0.044
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 8- C 9,0.54,1.08,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 8- H 19,0.59,1.12,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 8- H 20,0.59,1.12,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 9- C 10,0.95,1.11,0.029
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 9- H 21,0.65,1.12,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,BD*( 1) C 9- H 22,0.6,1.12,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,RY ( 1) C 5,0.53,1.97,0.029
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,RY ( 2) C 5,0.52,2.45,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,RY ( 1) C 7,1.43,1.93,0.047
mol_006_E,scan_1,1.5108,BD ( 1) C 6- C 8,RY ( 3) C 9,0.79,1.68,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,BD*( 1) C 2- C 3,4.46,1.21,0.066
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,BD*( 1) C 2- C 7,0.98,1.22,0.031
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,BD*( 1) C 5- C 6,4.32,1.22,0.065
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,BD*( 1) C 6- C 7,0.92,1.23,0.03
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,RY ( 1) C 2,1.2,2.01,0.044
mol_006_E,scan_1,1.5108,BD ( 1) C 7- H 18,RY ( 1) C 6,1.3,2.01,0.046
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 5- C 6,0.52,1.27,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 5- C 10,0.6,1.17,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 6- C 7,4.18,1.28,0.065
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 6- C 8,0.66,1.12,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 9- C 10,0.55,1.09,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,BD*( 1) C 10- N 11,4.77,1.27,0.07
mol_006_E,scan_1,1.5108,BD ( 1) C 8- C 9,RY ( 2) C 6,0.6,2.03,0.031
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,BD*( 1) C 5- C 6,1.25,1.21,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,BD*( 2) C 5- C 6,6.21,0.63,0.056
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,BD*( 1) C 9- C 10,0.6,1.03,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,BD*( 1) C 9- H 21,1.2,1.04,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,BD*( 1) C 9- H 22,0.85,1.04,0.026
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,RY ( 3) C 6,0.5,1.45,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 19,RY ( 2) C 9,0.54,1.36,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,BD*( 1) C 5- C 6,1.3,1.21,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,BD*( 2) C 5- C 6,6.04,0.63,0.055
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,BD*( 1) C 9- C 10,0.66,1.03,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,BD*( 1) C 9- H 21,0.78,1.04,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,BD*( 1) C 9- H 22,1.2,1.04,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,RY ( 3) C 6,0.53,1.45,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 8- H 20,RY ( 2) C 9,0.58,1.36,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 4- C 5,3.81,1.31,0.063
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 5- C 10,1.18,1.22,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 6- C 8,0.62,1.18,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 8- H 19,0.51,1.16,0.022
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 8- H 20,0.55,1.16,0.023
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) C 10- N 11,0.74,1.33,0.028
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,BD*( 1) N 11- O 12,3.12,0.81,0.045
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,RY ( 1) C 5,0.74,2.01,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,RY ( 3) C 8,0.81,1.75,0.034
mol_006_E,scan_1,1.5108,BD ( 1) C 9- C 10,RY ( 1) N 11,1.72,1.79,0.05
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,BD*( 1) C 5- C 10,1.44,1.12,0.036
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,BD*( 1) C 6- C 8,0.52,1.07,0.021
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,BD*( 1) C 8- H 19,1.19,1.05,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,BD*( 1) C 8- H 20,0.7,1.05,0.024
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,BD*( 2) C 10- N 11,9.09,0.62,0.067
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 21,RY ( 2) C 8,0.66,1.39,0.027
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 22,BD*( 1) C 5- C 10,1.38,1.12,0.035
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 22,BD*( 1) C 8- H 19,0.77,1.05,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 22,BD*( 1) C 8- H 20,1.19,1.05,0.032
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 22,BD*( 2) C 10- N 11,9.28,0.62,0.068
mol_006_E,scan_1,1.5108,BD ( 1) C 9- H 22,RY ( 2) C 8,0.58,1.39,0.025
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,BD*( 1) C 5- C 6,0.76,1.58,0.031
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,BD*( 1) C 5- C 10,1.5,1.48,0.042
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,BD*( 1) C 9- C 10,1.49,1.4,0.041
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,RY ( 1) C 5,1.44,2.26,0.051
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,RY ( 2) C 5,0.89,2.74,0.044
mol_006_E,scan_1,1.5108,BD ( 1) C 10- N 11,RY ( 1) O 12,1.15,2.22,0.045
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,BD*( 2) C 5- C 6,6.67,0.53,0.053
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,BD*( 1) C 9- H 21,1.23,0.94,0.03
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,BD*( 1) C 9- H 22,1.27,0.94,0.031
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,BD*( 1) O 12- H 23,1.06,0.9,0.028
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,BD*( 1) O 12- H 24,1.32,0.9,0.031
mol_006_E,scan_1,1.5108,BD ( 2) C 10- N 11,RY ( 3) C 5,0.63,1.16,0.024
mol_006_E,scan_1,1.5108,BD ( 1) N 11- O 12,BD*( 1) C 5- C 10,4.69,1.38,0.072
mol_006_E,scan_1,1.5108,BD ( 1) N 11- O 12,BD*( 1) C 9- C 10,0.99,1.3,0.032
mol_006_E,scan_1,1.5108,BD ( 1) N 11- O 12,RY ( 2) C 10,2.26,2.08,0.061
mol_006_E,scan_1,1.5108,BD ( 1) O 12- H 23,BD*( 1) C 10- N 11,0.66,1.54,0.028
mol_006_E,scan_1,1.5108,BD ( 1) O 12- H 23,BD*( 2) C 10- N 11,0.91,0.94,0.026
mol_006_E,scan_1,1.5108,BD ( 1) O 12- H 24,BD*( 1) C 10- N 11,0.56,1.54,0.026
mol_006_E,scan_1,1.5108,BD ( 1) O 12- H 24,BD*( 2) C 10- N 11,1.13,0.94,0.029
mol_006_E,scan_2,1.9108,LP ( 1) N 11,BD*( 1) C 9- C 10,4.87,1.04,0.064
mol_006_E,scan_2,1.9108,LP ( 1) N 11,RY ( 1) C 10,9.05,1.54,0.105
mol_006_E,scan_2,1.9108,LP ( 1) O 12,BD*( 1) C 5- C 10,0.65,1.19,0.025
mol_006_E,scan_2,1.9108,LP ( 1) O 12,BD*( 1) C 8- C 9,0.55,1.12,0.022
mol_006_E,scan_2,1.9108,LP ( 1) O 12,RY ( 1) H 23,1.21,2.56,0.05
mol_006_E,scan_2,1.9108,LP ( 1) O 12,RY ( 1) H 24,1.24,2.62,0.051
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 2- C 3,1.24,1.28,0.035
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 2- C 7,1.37,1.29,0.038
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 3- C 4,2.42,1.3,0.05
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 3- H 16,0.51,1.16,0.022
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 6- C 7,2.53,1.3,0.051
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,BD*( 1) C 7- H 18,0.51,1.16,0.022
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,RY ( 1) C 3,1.68,1.94,0.051
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,RY ( 1) C 7,1.28,1.92,0.044
mol_006_E,scan_2,1.9108,BD ( 1) C 1- C 2,RY ( 2) C 7,0.64,1.73,0.03
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 13,BD*( 1) C 2- C 3,4.7,1.19,0.067
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 14,BD*( 1) C 2- C 7,1.62,1.2,0.039
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 14,BD*( 2) C 2- C 7,6.94,0.63,0.059
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 14,RY ( 3) C 2,0.63,1.53,0.028
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 15,BD*( 1) C 2- C 7,2.3,1.2,0.047
mol_006_E,scan_2,1.9108,BD ( 1) C 1- H 15,BD*( 2) C 2- C 7,5.5,0.64,0.053
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 1- C 2,1.23,1.19,0.034
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 1- H 13,0.94,1.18,0.03
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 2- C 7,2.11,1.34,0.047
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 3- C 4,2.41,1.35,0.051
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 3- H 16,1.0,1.21,0.031
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 4- H 17,2.27,1.21,0.047
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,BD*( 1) C 7- H 18,2.74,1.21,0.051
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,RY ( 1) C 1,1.46,1.36,0.04
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,RY ( 1) C 4,0.82,1.93,0.035
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,RY ( 2) C 4,1.64,1.9,0.05
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,RY ( 1) C 7,1.02,1.97,0.04
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 3,RY ( 2) C 7,0.76,1.77,0.033
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 1- C 2,1.37,1.2,0.036
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 2- C 3,2.19,1.33,0.048
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 3- H 16,2.31,1.21,0.047
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 6- C 7,3.61,1.35,0.062
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 6- C 8,3.83,1.2,0.06
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,BD*( 1) C 7- H 18,1.37,1.21,0.036
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,RY ( 1) C 1,0.99,1.37,0.033
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,RY ( 1) C 3,1.08,1.99,0.041
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,RY ( 1) C 6,1.39,2.17,0.049
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,RY ( 2) C 6,0.64,2.15,0.033
mol_006_E,scan_2,1.9108,BD ( 1) C 2- C 7,RY ( 1) H 18,0.53,1.7,0.027
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,BD*( 1) C 1- H 14,3.61,0.8,0.048
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,BD*( 1) C 1- H 15,3.05,0.8,0.044
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,BD*( 2) C 3- C 4,27.73,0.4,0.094
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,BD*( 2) C 5- C 6,47.27,0.38,0.12
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,RY ( 2) C 1,0.96,1.15,0.03
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,RY ( 3) C 3,2.12,1.02,0.041
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,RY ( 4) C 6,0.6,1.86,0.03
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,RY ( 8) C 6,0.78,1.72,0.033
mol_006_E,scan_2,1.9108,BD ( 2) C 2- C 7,RY ( 3) C 7,0.59,0.91,0.021
mol_006_E,scan_2,1.9108,BD ( 1) C 3- C 4,BD*( 1) C 1- C 2,2.97,1.2,0.053
mol_006_E,scan_2,1.9108,BD ( 1) C 3- C 4,BD*( 1) C 2- C 3,2.61,1.34,0.053
mol_006_E,scan_2,1.9108,BD ( 1) C 3- C 4,BD*( 1) C 3- H 16,0.97,1.22,0.031
