mol,stage,r_no,donor,acceptor,e2_kcal,de_au,f_au
mol_006_E,nbo,1.6138,CR ( 1) C 10,BD*( 1) C 4 - C 5,1.0,10.89,0.094
mol_006_E,nbo,1.6138,CR ( 1) C 10,BD*( 1) C 5 - C 10,0.64,10.81,0.075
mol_006_E,nbo,1.6138,CR ( 1) N 11,RY*( 1) C 10,5.42,15.32,0.258
mol_006_E,nbo,1.6138,CR ( 1) N 11,BD*( 1) C 9 - C 10,1.1,14.81,0.115
mol_006_E,nbo,1.6138,CR ( 1) N 11,BD*( 1) N 11 - O 12,1.61,14.39,0.138
mol_006_E,nbo,1.6138,CR ( 1) O 12,RY*( 3) H 23,0.96,21.27,0.128
mol_006_E,nbo,1.6138,CR ( 1) O 12,RY*( 3) H 24,0.96,21.27,0.128
mol_006_E,nbo,1.6138,LP ( 1) N 11,RY*( 1) C 10,10.21,1.62,0.115
mol_006_E,nbo,1.6138,LP ( 1) N 11,RY*( 17) C 10,0.54,3.42,0.039
mol_006_E,nbo,1.6138,LP ( 1) N 11,BD*( 1) C 9 - C 10,7.68,1.11,0.082
mol_006_E,nbo,1.6138,LP ( 1) O 12,RY*( 1) H 23,1.58,2.52,0.056
mol_006_E,nbo,1.6138,LP ( 1) O 12,RY*( 1) H 24,1.58,2.52,0.056
mol_006_E,nbo,1.6138,LP ( 1) O 12,BD*( 1) C 5 - C 10,1.12,1.32,0.035
mol_006_E,nbo,1.6138,LP ( 1) O 12,BD*( 1) C 8 - C 9,0.58,1.21,0.024
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,RY*( 8) C 2,0.66,1.24,0.068
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,RY*( 3) C 3,0.55,0.97,0.055
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,RY*( 3) C 7,1.25,0.67,0.069
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,RY*( 5) C 7,0.79,1.35,0.077
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,BD*( 1) C 1 - H 14,0.98,0.4,0.047
mol_006_E,nbo,1.6138,BD*( 2) C 2 - C 7,BD*( 1) C 1 - H 15,0.98,0.4,0.047
mol_006_E,nbo,1.6138,BD*( 2) C 3 - C 4,RY*( 5) C 3,1.13,1.25,0.098
mol_006_E,nbo,1.6138,BD*( 2) C 3 - C 4,RY*( 6) C 4,1.27,1.09,0.097
mol_006_E,nbo,1.6138,BD*( 2) C 3 - C 4,RY*( 9) C 4,0.56,0.38,0.038
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,RY*( 3) C 4,0.6,1.02,0.048
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,RY*( 3) C 5,2.57,0.65,0.08
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,RY*( 3) C 6,1.26,1.05,0.071
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,RY*( 8) C 6,0.64,1.49,0.061
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,RY*( 3) C 7,1.0,0.71,0.052
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,BD*( 2) C 2 - C 7,148.18,0.03,0.102
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,BD*( 2) C 3 - C 4,130.01,0.03,0.095
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,BD*( 1) C 8 - H 19,1.7,0.4,0.051
mol_006_E,nbo,1.6138,BD*( 2) C 5 - C 6,BD*( 1) C 8 - H 20,1.7,0.4,0.051
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,RY*( 3) C 10,1.19,1.65,0.115
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,RY*( 9) C 10,1.18,0.87,0.083
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,RY*( 14) C 10,0.53,0.37,0.037
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,RY*( 2) N 11,1.46,0.7,0.083
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,BD*( 2) C 5 - C 6,63.77,0.04,0.08
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,BD*( 1) C 9 - H 21,1.18,0.42,0.057
mol_006_E,nbo,1.6138,BD*( 2) C 10 - N 11,BD*( 1) C 9 - H 22,1.18,0.42,0.057
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,RY*( 1) C 3,1.71,1.9,0.051
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,RY*( 1) C 7,1.19,1.89,0.042
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 1 - H 14,0.52,1.22,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 1 - H 15,0.52,1.22,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 2 - C 3,1.84,1.36,0.045
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 2 - C 7,2.05,1.39,0.048
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 3 - C 4,2.8,1.4,0.056
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - C 2,BD*( 1) C 6 - C 7,2.88,1.39,0.057
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 13,BD*( 1) C 2 - C 3,5.2,1.22,0.071
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 14,RY*( 3) C 2,0.56,1.79,0.029
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 14,BD*( 1) C 2 - C 7,2.39,1.24,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 14,BD*( 2) C 2 - C 7,5.48,0.66,0.058
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 15,RY*( 3) C 2,0.56,1.79,0.029
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 15,BD*( 1) C 2 - C 7,2.38,1.24,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 1 - H 15,BD*( 2) C 2 - C 7,5.49,0.66,0.058
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,RY*( 1) C 1,1.34,1.51,0.04
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,RY*( 1) C 4,0.71,1.97,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,RY*( 2) C 4,2.03,2.03,0.058
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,RY*( 1) C 7,0.79,1.95,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,RY*( 2) C 7,1.17,1.87,0.042
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 1 - C 2,1.59,1.3,0.041
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 1 - H 13,0.93,1.29,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 2 - C 7,2.98,1.45,0.059
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 3 - C 4,3.46,1.47,0.064
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 3 - H 16,1.03,1.31,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 4 - H 17,2.63,1.29,0.052
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 3,BD*( 1) C 7 - H 18,2.96,1.3,0.055
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,RY*( 1) C 1,0.95,1.52,0.034
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,RY*( 1) C 3,1.06,1.98,0.041
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,RY*( 2) C 3,0.57,2.02,0.03
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,RY*( 1) C 6,1.07,2.32,0.045
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,RY*( 2) C 6,1.34,2.16,0.048
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 1 - C 2,1.77,1.31,0.043
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 2 - C 3,2.95,1.44,0.058
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 3 - H 16,2.43,1.32,0.051
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 6 - C 7,4.74,1.47,0.075
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 6 - C 8,4.89,1.29,0.071
mol_006_E,scan_1,1.6138,BD ( 1) C 2 - C 7,BD*( 1) C 7 - H 18,1.39,1.31,0.038
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,RY*( 2) C 1,0.77,1.17,0.03
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,RY*( 3) C 3,1.4,1.37,0.043
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,RY*( 4) C 6,0.61,1.88,0.033
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,RY*( 8) C 6,0.64,1.86,0.034
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,RY*( 3) C 7,0.67,1.07,0.027
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,BD*( 1) C 1 - H 14,2.64,0.8,0.046
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,BD*( 1) C 1 - H 15,2.64,0.8,0.046
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,BD*( 2) C 3 - C 4,24.55,0.4,0.092
mol_006_E,scan_1,1.6138,BD ( 2) C 2 - C 7,BD*( 2) C 5 - C 6,50.65,0.37,0.123
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,RY*( 1) C 2,1.07,2.21,0.044
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,RY*( 2) C 2,1.43,2.06,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,RY*( 1) C 5,2.5,2.15,0.066
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 1 - C 2,3.33,1.33,0.059
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 2 - C 3,3.59,1.45,0.064
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 3 - H 16,1.13,1.33,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 4 - C 5,3.84,1.44,0.066
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 4 - H 17,1.36,1.32,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - C 4,BD*( 1) C 5 - C 10,5.37,1.35,0.076
mol_006_E,scan_1,1.6138,BD ( 2) C 3 - C 4,RY*( 8) C 2,0.61,1.65,0.031
mol_006_E,scan_1,1.6138,BD ( 2) C 3 - C 4,RY*( 3) C 3,0.5,1.38,0.026
mol_006_E,scan_1,1.6138,BD ( 2) C 3 - C 4,RY*( 4) C 5,0.66,2.03,0.036
mol_006_E,scan_1,1.6138,BD ( 2) C 3 - C 4,BD*( 2) C 2 - C 7,35.3,0.41,0.109
mol_006_E,scan_1,1.6138,BD ( 2) C 3 - C 4,BD*( 2) C 5 - C 6,29.04,0.38,0.097
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,RY*( 1) C 2,1.74,2.0,0.053
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,RY*( 1) C 4,1.22,1.78,0.042
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,RY*( 4) C 4,0.52,1.9,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,BD*( 1) C 2 - C 3,0.98,1.24,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,BD*( 1) C 2 - C 7,4.92,1.27,0.071
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,BD*( 1) C 3 - C 4,0.97,1.28,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,BD*( 1) C 4 - C 5,4.08,1.23,0.063
mol_006_E,scan_1,1.6138,BD ( 1) C 3 - H 16,BD*( 1) C 4 - H 17,0.75,1.11,0.026
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,RY*( 1) C 3,0.91,1.99,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,RY*( 2) C 3,2.22,2.03,0.06
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,RY*( 2) C 6,0.69,2.17,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,RY*( 1) C 10,0.86,1.76,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 3 - C 4,3.22,1.49,0.062
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 3 - H 16,2.6,1.33,0.053
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 4 - H 17,1.03,1.32,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 6,6.71,1.45,0.088
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 10,4.38,1.35,0.069
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 6 - C 8,2.32,1.3,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - C 5,BD*( 1) C 9 - C 10,1.47,1.25,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,RY*( 1) C 3,1.22,1.8,0.042
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,RY*( 4) C 3,0.59,1.99,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,RY*( 1) C 5,0.63,1.96,0.032
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,RY*( 2) C 5,1.06,2.29,0.044
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,BD*( 1) C 2 - C 3,4.03,1.26,0.064
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,BD*( 1) C 3 - C 4,1.28,1.3,0.036
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,BD*( 1) C 3 - H 16,0.75,1.14,0.026
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,BD*( 1) C 4 - C 5,0.79,1.25,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 4 - H 17,BD*( 1) C 5 - C 6,4.79,1.26,0.07
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 1) C 4,0.96,1.98,0.039
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 2) C 4,0.65,2.04,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 1) C 7,1.48,1.96,0.048
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 2) C 7,1.15,1.88,0.042
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 1) C 8,0.87,1.57,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,RY*( 2) C 10,0.72,1.86,0.033
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 4 - C 5,5.85,1.42,0.082
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 4 - H 17,2.28,1.3,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 5 - C 10,2.79,1.34,0.055
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 7,3.83,1.47,0.067
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 8,1.54,1.29,0.04
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 7 - H 18,2.75,1.3,0.054
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 8 - H 19,0.53,1.26,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 8 - H 20,0.53,1.26,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 6,BD*( 1) C 10 - N 11,3.37,1.4,0.062
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,RY*( 3) C 4,1.76,1.41,0.049
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,RY*( 3) C 7,1.77,1.09,0.043
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,RY*( 3) C 10,1.08,1.99,0.046
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 2) C 2 - C 7,20.87,0.42,0.085
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 2) C 3 - C 4,28.25,0.42,0.1
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 2) C 5 - C 6,0.52,0.39,0.013
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 1) C 8 - H 19,2.94,0.79,0.048
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 1) C 8 - H 20,2.94,0.79,0.048
mol_006_E,scan_1,1.6138,BD ( 2) C 5 - C 6,BD*( 2) C 10 - N 11,49.61,0.35,0.121
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,RY*( 1) C 4,1.32,1.98,0.046
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,RY*( 1) C 6,1.82,2.32,0.059
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,RY*( 1) C 9,1.11,1.56,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,RY*( 1) N 11,1.1,1.84,0.041
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 3 - C 4,1.05,1.48,0.036
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 4 - C 5,3.53,1.43,0.064
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 5 - C 6,2.36,1.44,0.052
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 6 - C 7,3.63,1.47,0.066
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 9 - C 10,1.4,1.23,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 9 - H 21,0.53,1.24,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 9 - H 22,0.53,1.24,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) C 10 - N 11,2.72,1.4,0.056
mol_006_E,scan_1,1.6138,BD ( 1) C 5 - C 10,BD*( 1) N 11 - O 12,13.41,0.82,0.094
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,RY*( 1) C 2,1.24,2.21,0.047
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,RY*( 2) C 2,1.78,2.06,0.054
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,RY*( 2) C 5,1.28,2.48,0.051
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,RY*( 1) C 8,0.72,1.58,0.03
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 1 - C 2,3.52,1.33,0.061
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 2 - C 7,4.3,1.48,0.071
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 6,4.52,1.45,0.072
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 10,2.72,1.35,0.054
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 6 - C 8,2.5,1.31,0.051
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 7 - H 18,1.37,1.32,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 7,BD*( 1) C 8 - C 9,0.59,1.24,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,RY*( 1) C 5,0.69,2.08,0.034
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,RY*( 2) C 5,0.7,2.41,0.037
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,RY*( 1) C 7,1.42,1.9,0.047
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,RY*( 4) C 7,0.59,2.07,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,RY*( 3) C 9,0.78,1.91,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 2 - C 7,2.02,1.4,0.048
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 4 - C 5,4.26,1.37,0.068
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 5 - C 6,1.76,1.38,0.044
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 6 - C 7,2.72,1.41,0.055
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 8 - C 9,0.61,1.16,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 8 - H 19,0.74,1.2,0.027
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 8 - H 20,0.74,1.2,0.027
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 9 - C 10,0.87,1.17,0.029
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 9 - H 21,0.72,1.18,0.026
mol_006_E,scan_1,1.6138,BD ( 1) C 6 - C 8,BD*( 1) C 9 - H 22,0.72,1.18,0.026
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,RY*( 1) C 2,1.52,2.0,0.049
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,RY*( 1) C 6,1.64,2.13,0.053
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,BD*( 1) C 2 - C 3,4.76,1.25,0.069
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,BD*( 1) C 2 - C 7,1.48,1.27,0.039
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,BD*( 1) C 5 - C 6,4.87,1.25,0.07
mol_006_E,scan_1,1.6138,BD ( 1) C 7 - H 18,BD*( 1) C 6 - C 7,1.35,1.28,0.037
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,RY*( 2) C 6,0.76,2.08,0.036
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,RY*( 2) C 10,0.52,1.78,0.027
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 6 - C 7,4.74,1.39,0.072
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 6 - C 8,0.85,1.21,0.029
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 9 - C 10,0.73,1.16,0.026
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 9 - H 21,0.61,1.16,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 9 - H 22,0.61,1.16,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - C 9,BD*( 1) C 10 - N 11,5.7,1.32,0.078
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,RY*( 2) C 9,0.52,1.39,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 1) C 5 - C 6,1.48,1.24,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 2) C 5 - C 6,4.67,0.66,0.055
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 1) C 6 - C 8,0.55,1.1,0.022
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 1) C 9 - C 10,0.75,1.04,0.025
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 1) C 9 - H 21,1.18,1.05,0.032
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 19,BD*( 1) C 9 - H 22,0.9,1.05,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,RY*( 2) C 9,0.52,1.39,0.024
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 1) C 5 - C 6,1.48,1.24,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 2) C 5 - C 6,4.67,0.66,0.055
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 1) C 6 - C 8,0.55,1.1,0.022
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 1) C 9 - C 10,0.75,1.04,0.025
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 1) C 9 - H 21,0.9,1.05,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 8 - H 20,BD*( 1) C 9 - H 22,1.18,1.05,0.032
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,RY*( 1) C 5,1.56,2.12,0.052
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,RY*( 3) C 8,0.87,1.77,0.035
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,RY*( 1) N 11,1.26,1.82,0.043
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 4 - C 5,4.21,1.41,0.069
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 5 - C 10,2.22,1.32,0.048
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 8 - C 9,0.54,1.2,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 8 - H 19,0.53,1.25,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 8 - H 20,0.53,1.25,0.023
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) C 10 - N 11,1.35,1.39,0.039
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - C 10,BD*( 1) N 11 - O 12,3.46,0.8,0.047
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 21,RY*( 2) C 8,0.72,1.37,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 21,BD*( 1) C 5 - C 10,1.53,1.17,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 21,BD*( 1) C 8 - H 19,1.08,1.1,0.031
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 21,BD*( 1) C 8 - H 20,0.69,1.1,0.025
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 21,BD*( 2) C 10 - N 11,7.66,0.65,0.066
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 22,RY*( 2) C 8,0.72,1.37,0.028
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 22,BD*( 1) C 5 - C 10,1.53,1.17,0.038
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 22,BD*( 1) C 8 - H 19,0.69,1.1,0.025
mol_006_E,scan_1,1.6138,BD ( 1) C 9 - H 22,BD*( 1) C 8 - H 20,1.08,1.1,0.031
